Date,ITUB4,BBAS3,CYRE3,TEND3,DIRR3,ELET3,EQTL3,CMIG4,PETR3,VALE3,BRAP3
2010-01-04,10.562273979187012,5.562300205230713,14.371702194213867,5.1353840827941895,5.177326679229736,20.12395477294922,2.72720718383789,1.9172868728637693,11.676324844360352,23.756481170654297,3.7487540245056152
2010-01-05,10.630729675292969,5.506486415863037,14.235113143920898,5.089202404022217,5.154717445373535,19.958873748779297,2.748717784881592,1.9466242790222168,11.606239318847656,23.977951049804688,3.767592191696167
2010-01-06,10.538580894470217,5.51392936706543,14.252927780151367,5.089202404022217,5.109501361846924,19.70326042175293,2.7195253372192383,1.909956097602844,11.721179962158203,24.485469818115234,3.805269241333008
2010-01-07,10.430644989013672,5.515787124633789,13.979748725891112,5.061493396759033,5.154717445373535,20.161231994628903,2.688796043395996,1.8916188478469849,11.651092529296877,24.586971282958984,3.852363586425781
2010-01-08,10.272685050964355,5.5474162101745605,13.955991744995115,4.950658321380615,5.163762092590332,20.50204467773437,2.728743314743042,1.889784336090088,11.564186096191406,24.826887130737305,3.899458169937134
2010-01-11,10.183170318603516,5.5902018547058105,14.092583656311035,4.895240306854248,5.154717445373535,20.18252944946289,2.722597599029541,1.888560891151428,11.575403213500977,24.75306701660156,3.923005342483521
2010-01-12,10.088385581970217,5.543692588806152,14.324193000793455,4.987603187561035,5.132109642028809,19.99614715576172,2.705697059631348,1.897727131843567,11.429624557495115,24.68385887145996,3.955972194671631
2010-01-13,10.119996070861816,5.614386081695557,14.104459762573242,4.913712024688721,5.114023208618164,20.187854766845703,2.6703577041625977,1.9013962745666504,11.325894355773926,24.98837280273437,3.955972194671631
2010-01-14,9.98045539855957,5.53439474105835,13.973809242248535,4.959894180297852,5.267759799957275,19.86301612854004,2.5966084003448486,1.858000636100769,11.14367389678955,24.98375129699707,4.003067970275879
2010-01-15,9.811968803405762,5.441379547119141,13.80158519744873,4.959894180297852,5.245151042938232,19.165414810180664,2.576634645462036,1.827440619468689,11.210955619812012,24.66079330444336,3.955972194671631
2010-01-18,9.898836135864258,5.4432373046875,13.647180557250977,4.913712024688721,5.23610782623291,19.170738220214844,2.590462446212769,1.7907723188400269,11.46606731414795,25.00683212280273,3.955972194671631
2010-01-19,9.872513771057127,5.53439474105835,13.635302543640137,4.941421508789063,5.290369510650635,19.80976676940918,2.6027536392211914,1.8256065845489504,11.40158748626709,25.352863311767575,4.050160884857178
2010-01-20,9.611878395080566,5.368826866149902,12.999857902526855,4.756695747375488,5.376280784606934,19.54350471496582,2.581244468688965,1.8029948472976685,11.087601661682127,24.66079330444336,3.955972194671631
2010-01-21,9.435487747192385,5.28139066696167,12.554451942443848,4.562733173370361,5.163762092590332,20.342283248901367,2.53515100479126,1.806052803993225,10.776418685913086,23.80723571777344,3.86272406578064
2010-01-22,9.54343318939209,5.3092942237854,12.679165840148926,4.673568248748779,5.290369510650635,22.365867614746094,2.5505146980285645,1.79627525806427,10.801650047302246,23.304332733154297,3.86272406578064
2010-01-26,9.567131042480469,5.166053771972656,12.887020111083984,4.645859718322754,5.222542762756348,21.51915740966797,2.565879344940185,1.8763386011123655,10.608214378356934,22.833724975585938,3.6357262134552
2010-01-27,9.43022346496582,5.125126838684082,13.071122169494627,4.618152141571045,5.199935436248779,20.928058624267575,2.611973285675049,1.8824471235275269,10.653070449829102,22.51998710632324,3.673403024673462
2010-01-28,9.71191692352295,5.134430408477783,13.154264450073242,4.608914375305176,5.199935436248779,20.555294036865234,2.564342975616455,1.8934531211853027,10.87734603881836,22.50613784790039,3.615947008132935
2010-01-29,9.511844635009766,5.227443218231201,12.851387977600098,4.599678039550781,5.199935436248779,21.322126388549805,2.611973285675049,1.9160643815994265,10.714746475219728,22.566123962402344,3.767592191696167
2010-02-01,9.69086456298828,5.580899238586426,13.480895042419434,4.747459411621094,5.23610782623291,16.629674911499023,2.627337694168091,1.897727131843567,10.742778778076172,23.248966217041016,3.805269241333008
2010-02-02,9.819865226745604,5.6925153732299805,13.718443870544434,4.895240306854248,5.199935436248779,16.51954460144043,2.658066987991333,1.8702235221862795,10.737170219421388,23.248966217041016,3.786429882049561
2010-02-03,9.777746200561523,5.552995204925537,13.659058570861816,4.8675312995910645,5.222542762756348,15.766023635864258,2.658066987991333,1.8451669216156008,10.734369277954102,23.19821548461914,3.767592191696167
2010-02-04,9.40126895904541,5.450681209564209,12.851387977600098,4.562733173370361,5.132109642028809,14.583568572998049,2.6258013248443604,1.780384182929993,10.218535423278809,21.943262100219727,3.673403024673462
2010-02-05,9.161691665649414,5.190237522125244,12.5306978225708,4.387244701385498,5.109501361846924,13.969158172607422,2.604290723800659,1.8188871145248413,10.0363130569458,21.758708953857425,3.5792131423950195
2010-02-08,9.135371208190918,5.255346775054932,12.542576789855955,4.590442180633545,5.145675182342529,13.91698932647705,2.6365561485290527,1.827440619468689,10.131627082824709,21.915573120117188,3.626307249069214
2010-02-09,9.54343318939209,5.517650604248047,13.189895629882812,4.590442180633545,5.064283847808838,14.143049240112305,2.6365561485290527,1.8567783832550049,10.305441856384276,22.3769588470459,3.673403024673462
2010-02-10,9.596089363098145,5.655313968658447,13.486833572387695,4.590442180633545,5.019067287445068,14.258975982666016,2.665750026702881,1.8549437522888184,10.451221466064451,22.40002822875977,3.673403024673462
